annee,profession_sante,region,departement,hono_sans_depassement_moyens
2020,Pneumologues,52,85,172077
2019,Orthophonistes,76,48,47683
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,95,211434
2022,Ensemble des médecins spécialistes (hors généralistes),27,89,359829
2017,Pédiatres,44,67,138427
2011,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),93,06,88258
2011,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),84,26,344387
2017,Chirurgiens,44,88,354998
2018,Autres médecins,84,03,208374
2015,Infirmiers,53,29,78647
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),94,2A,130600
2019,Dermatologues,76,65,190713
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),27,90,155712
2011,Orthophonistes,24,37,47018
2013,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),28,27,166916
2021,Endocrinologues,11,95,152520
2017,Ensemble des chirurgiens-dentistes,44,08,158880
2015,Hépato-gastro-entérologues,52,49,283961
2020,Ophtalmologues,52,49,467694
2012,Ensemble des médecins généralistes,76,09,143364
2020,Médecins vasculaires,32,02,0
2018,Médecins pathologistes,44,52,0
2010,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,81,210349
2022,Infirmiers,93,84,106160
2015,Stomatologues,11,94,113941
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),75,17,133646
2014,Médecins pathologistes,24,28,0
2018,Psychiatres,94,2B,296425
2019,Ensemble des auxiliaires médicaux,99,999,77894
2016,Masseurs-kinésithérapeutes,76,11,84413
2021,Ensemble des médecins spécialistes (hors généralistes),44,999,337320
2013,Rhumatologues,76,30,159522
2012,Radiologues,52,72,555673
2016,Sages-femmes,27,71,57039
2018,Médecins vasculaires,76,11,0
2021,Cardiologues,52,44,306152
2011,Ensemble des médecins spécialistes (hors généralistes),76,31,223795
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,09,111236
2019,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),32,02,440441
2014,Chirurgiens,53,22,221156
2020,Médecins nucléaires,84,26,0
2020,Autres médecins,52,85,0
2022,Ensemble des chirurgiens-dentistes,1,971,183930
2019,Rhumatologues,84,999,127744
2017,Gynécologues médicaux et obstétriciens,28,14,188110
2012,Pédicures-podologues,44,54,2363
2015,Médecins généralistes à expertise particulière (MEP),53,56,133126
2016,Ensemble des médecins généralistes,24,36,173474
2018,Autres médecins,93,06,159916
2021,Ensemble des médecins spécialistes (hors généralistes),24,37,302627
2021,Ensemble des médecins,84,38,197572
2015,Psychiatres,84,26,112431
2016,Médecins nucléaires,53,22,0
2011,Ensemble des chirurgiens-dentistes,94,2A,102099
2015,Stomatologues,44,57,224934
2010,Infirmiers,99,999,83104
2020,Médecins généralistes à expertise particulière (MEP),52,999,162475
2017,Gynécologues médicaux et obstétriciens,11,95,199291
2014,Médecins nucléaires,84,03,0
2022,Pneumologues,32,62,391774
2011,Ensemble des chirurgiens-dentistes,2,972,124189
2012,Médecins généralistes à expertise particulière (MEP),4,999,197208
2019,Hépato-gastro-entérologues,3,973,0
2010,Médecins généralistes (hors médecins à expertise particulière - MEP),75,64,123895
2022,Ophtalmologues,76,30,581672
2021,Infirmiers,28,50,98152
2017,Rhumatologues,11,91,123123
2010,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),11,92,98468
2018,Ensemble des chirurgiens-dentistes,76,46,126241
2021,Ensemble des médecins généralistes,53,29,164379
2011,Psychiatres,84,74,96758
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),11,999,128760
2017,Ensemble des médecins,11,94,193366
2021,Anesthésistes-réanimateurs,75,24,379008
2016,Endocrinologues,4,999,108249
2019,Autres médecins,84,26,145308
2022,Orthophonistes,53,22,51128
2019,Sages-femmes,27,999,58596
2014,Cardiologues,53,999,241872
2022,Cardiologues,44,68,410599
2021,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),11,78,143400
2014,Médecins pathologistes,27,21,565588
2015,Ensemble des médecins spécialistes (hors généralistes),24,36,256266
2015,Médecins généralistes à expertise particulière (MEP),53,999,144020
2011,Rhumatologues,84,01,93581
2015,Sages-femmes,11,78,49998
2015,Orthophonistes,75,40,49354
2012,Oto-rhino-laryngologistes,11,93,151139
2012,Hépato-gastro-entérologues,11,93,199726
2011,Oto-rhino-laryngologistes,53,56,257414
2013,Ensemble des médecins,28,61,188424
2011,Orthoptistes,28,76,49029
2011,Ensemble des auxiliaires médicaux,75,86,70630
2016,Pneumologues,2,999,324910
2016,Gynécologues médicaux et obstétriciens,84,999,165596
2017,Rhumatologues,11,999,105521
2017,Orthoptistes,4,974,68587
2022,Médecins vasculaires,32,999,267137
2017,Radiologues,52,85,490562
2018,Médecins généralistes à expertise particulière (MEP),44,10,190199
2017,Ensemble des médecins spécialistes (hors généralistes),44,57,328671
2022,Orthophonistes,3,973,61490
2013,Chirurgiens,76,12,48909
2021,Médecins pathologistes,93,999,564718
2012,Cardiologues,93,05,205365
2016,Neurologues,6,976,0
2010,Rhumatologues,11,91,117528
2021,Ensemble des médecins généralistes,94,2A,202778
2010,Pédicures-podologues,11,78,404
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),84,42,339027
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),52,72,365595
2015,Hépato-gastro-entérologues,76,31,239386
2019,Médecins généralistes à expertise particulière (MEP),75,87,180682
2010,Autres médecins,28,61,0
2013,Gynécologues médicaux et obstétriciens,75,40,159219
2020,Médecins généralistes à expertise particulière (MEP),52,85,169575
2014,Chirurgiens,84,73,206333
2010,Masseurs-kinésithérapeutes,44,54,78060
2010,Masseurs-kinésithérapeutes,75,33,77391
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),1,999,206641
2010,Néphrologues,4,999,406612
2011,Ensemble des auxiliaires médicaux,84,26,62263
2021,Hépato-gastro-entérologues,32,02,333193
2012,Dermatologues,6,999,0
2011,Cardiologues,52,999,275336
2018,Rhumatologues,53,22,296912
2019,Néphrologues,27,71,0
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),76,999,157667
2015,Autres médecins,27,21,173687
2011,Médecins généralistes à expertise particulière (MEP),75,19,152761
2013,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),24,36,136681
2018,Ensemble des auxiliaires médicaux,44,67,77086
2013,Médecins nucléaires,93,83,0
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),6,999,265236
2015,Anesthésistes-réanimateurs,76,66,281371
2011,Ensemble des auxiliaires médicaux,44,88,78329
2016,Psychiatres,93,04,109873
2014,Neurologues,11,93,226247
2015,Ensemble des chirurgiens-dentistes,93,999,114249
2010,Sages-femmes,6,976,78098
2020,Sages-femmes,76,999,59074
2011,Anesthésistes-réanimateurs,32,02,273173
2015,Radiologues,75,86,577330
2020,Médecins nucléaires,3,999,0
2019,Médecins pathologistes,27,25,436778
2021,Ensemble des médecins spécialistes (hors généralistes),84,43,239140
2015,Ensemble des médecins spécialistes (hors généralistes),44,10,252563
2019,Sages-femmes,11,95,71265
2020,Radiologues,32,62,580552
2014,Orthophonistes,75,999,51442
2014,Orthoptistes,24,45,42175
2018,Ensemble des auxiliaires médicaux,75,40,69577
2018,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,16,142522
2015,Pneumologues,75,17,162384
2020,Chirurgiens,76,66,319003
2013,Dermatologues,75,999,134364
2011,Ensemble des auxiliaires médicaux,76,66,71889
2013,Ensemble des chirurgiens-dentistes,75,87,130749
2014,Ensemble des auxiliaires médicaux,93,04,76152
2018,Masseurs-kinésithérapeutes,6,976,75889
2014,Orthophonistes,11,78,51118
2018,Sages-femmes,52,999,58073
2015,Ensemble des auxiliaires médicaux,76,30,77247
2020,Orthophonistes,27,89,46917
2018,Allergologues,27,39,0
2012,Ensemble des chirurgiens-dentistes,44,68,134484
2019,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),6,976,0
2021,Orthophonistes,11,78,53178
2014,Gynécologues médicaux et obstétriciens,93,06,133496
2016,Pneumologues,53,29,209135
2018,Ensemble des auxiliaires médicaux,27,39,66881
2020,Hépato-gastro-entérologues,94,999,331791
2015,Sages-femmes,27,90,67275
2022,Pneumologues,3,999,0
2014,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,32,154180
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),11,75,143116
2013,Pédicures-podologues,1,971,941
2012,Radiologues,27,89,445089
2012,Radiothérapeutes,52,44,1834436
2010,Médecins nucléaires,3,973,0
2021,Pédicures-podologues,76,999,4192
2022,Anesthésistes-réanimateurs,75,86,363552
2022,Dermatologues,93,13,155272
2017,Stomatologues,75,64,174042
2017,Anesthésistes-réanimateurs,84,26,278334
2012,Anesthésistes-réanimateurs,84,03,330091
2010,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),3,973,180023
2016,Sages-femmes,2,999,82036
2019,Psychiatres,44,57,160388
2022,Sages-femmes,2,972,87876
2021,Pédiatres,28,14,165852
2011,Masseurs-kinésithérapeutes,28,27,83338
2014,Radiothérapeutes,84,999,1275935
2016,Infirmiers,76,31,77017
2018,Pédiatres,84,42,141108
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),44,51,253843
2019,Ophtalmologues,44,67,356139
2017,Ensemble des auxiliaires médicaux,3,973,101382
2019,Ensemble des médecins,32,62,268031
2019,Hépato-gastro-entérologues,3,999,0
2020,Ensemble des médecins spécialistes (hors généralistes),99,999,279157
2012,Pédicures-podologues,11,78,599
2022,Neurologues,93,83,264445
2011,Gynécologues médicaux et obstétriciens,75,17,139254
2015,Endocrinologues,93,84,102308
2015,Ensemble des chirurgiens-dentistes,84,43,143729
2014,Dermatologues,84,38,124124
2011,Neurologues,99,999,167306
2012,Ophtalmologues,84,26,272637
2014,Pédicures-podologues,52,999,1514
2010,Ensemble des médecins généralistes,75,23,142354
2012,Néphrologues,11,78,263310
2015,Neurologues,93,06,192322
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),24,18,161507
2017,Ensemble des médecins généralistes,28,76,165742
2017,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),52,999,137408
2010,Médecins pathologistes,27,25,414129
2012,Ophtalmologues,84,73,293290
2014,Psychiatres,24,18,112364
2020,Ensemble des médecins généralistes,76,65,168481
2012,Sages-femmes,11,75,38613
2014,Radiologues,1,999,493660
2016,Ophtalmologues,75,24,309169
2021,Néphrologues,6,976,0
2011,Masseurs-kinésithérapeutes,24,45,81006
2011,Ensemble des médecins spécialistes (hors généralistes),75,23,209428
2016,Gynécologues médicaux et obstétriciens,93,999,153643
2011,Dermatologues,44,51,147421
2021,Hépato-gastro-entérologues,75,64,240098
2015,Médecins nucléaires,11,93,530034
2017,Hépato-gastro-entérologues,75,86,333227
2012,Médecins pathologistes,93,84,410937
2017,Ensemble des auxiliaires médicaux,76,11,76305
2012,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),32,60,133512
2017,Infirmiers,52,49,74374
2015,Ophtalmologues,53,56,376571
2019,Ensemble des auxiliaires médicaux,76,46,72537
2017,Pédicures-podologues,75,87,3498
2022,Chirurgiens,84,74,243176
2012,Infirmiers,75,999,79757
2021,Orthophonistes,32,60,55835
2014,Médecins généralistes à expertise particulière (MEP),24,28,137560
2012,Ensemble des médecins généralistes,76,81,133516
2011,Stomatologues,93,999,117079
2019,Endocrinologues,76,999,121603
2018,Pneumologues,84,42,187113
2017,Rhumatologues,3,973,0
2010,Gynécologues médicaux et obstétriciens,11,77,147484
2016,Orthoptistes,4,974,67755
2015,Gynécologues médicaux et obstétriciens,11,999,132635
2011,Autres médecins,44,999,165833
2019,Oto-rhino-laryngologistes,11,77,223357
2013,Anesthésistes-réanimateurs,44,52,262157
2019,Autres médecins,44,08,0
2016,Pneumologues,11,78,146269
2016,Sages-femmes,11,77,63343
2018,Hépato-gastro-entérologues,53,29,260616
2012,Oto-rhino-laryngologistes,32,62,236252
2011,Néphrologues,52,53,0
2018,Hépato-gastro-entérologues,93,84,232866
2013,Psychiatres,93,83,177932
2020,Chirurgiens,11,91,271653
2010,Rhumatologues,53,29,154626
2020,Ensemble des médecins généralistes,84,42,155690
2016,Pneumologues,6,999,0
2022,Pédicures-podologues,27,999,5429
2015,Anesthésistes-réanimateurs,3,999,0
2013,Stomatologues,93,84,156031
2016,Sages-femmes,76,11,49204
2019,Chirurgiens,44,54,354212
2021,Radiologues,93,05,489386
2021,Neurologues,32,999,236308
2014,Psychiatres,75,86,108171
2012,Oto-rhino-laryngologistes,53,35,247303
2010,Psychiatres,84,69,80299
2020,Ophtalmologues,11,94,229372
2010,Infirmiers,11,77,80422
2016,Stomatologues,76,66,216134
2016,Oto-rhino-laryngologistes,75,79,226743
2011,Sages-femmes,76,81,39256
2022,Endocrinologues,93,999,124977
2017,Médecins généralistes à expertise particulière (MEP),24,41,158237
2022,Orthoptistes,11,94,63189
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),28,50,166213
2017,Stomatologues,52,72,292107
2016,Médecins généralistes à expertise particulière (MEP),75,999,143685
2022,Ensemble des médecins spécialistes (hors généralistes),3,973,429028
2020,Allergologues,75,79,0
2011,Pédicures-podologues,93,06,1132
2020,Médecins nucléaires,76,999,1094445
2011,Gynécologues médicaux et obstétriciens,28,50,170240
2016,Médecins généralistes à expertise particulière (MEP),44,52,202454
2017,Médecins généralistes à expertise particulière (MEP),11,95,157732
2013,Orthoptistes,4,999,79025
2020,Radiologues,52,999,503877
2012,Chirurgiens,75,24,260127
2014,Ensemble des médecins,24,36,191959
2020,Endocrinologues,75,23,0
2017,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),53,35,129972
2016,Orthoptistes,11,77,55254
2017,Gynécologues médicaux et obstétriciens,75,87,164761
2022,Radiologues,24,28,677227
2022,Médecins généralistes à expertise particulière (MEP),44,88,169239
2021,Ensemble des médecins,93,04,203221
2018,Rhumatologues,93,06,142190
2011,Pédiatres,76,999,130803
2022,Autres médecins,76,999,184338
2014,Ensemble des auxiliaires médicaux,76,09,72587
2017,Cardiologues,75,87,309723
2013,Endocrinologues,11,95,86988
2019,Pédiatres,44,88,141855
2016,Ensemble des chirurgiens-dentistes,75,24,136135
2015,Médecins généralistes à expertise particulière (MEP),24,999,163486
2013,Ensemble des chirurgiens-dentistes,24,41,146680
2010,Ensemble des médecins généralistes,84,01,123883
2012,Ensemble des auxiliaires médicaux,84,73,57069
2021,Neurologues,11,93,361916
2016,Néphrologues,44,55,0
2010,Endocrinologues,93,06,62830
2021,Ensemble des auxiliaires médicaux,84,15,85466
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),2,999,96887
2021,Néphrologues,27,71,0
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),28,61,155988
2012,Ensemble des auxiliaires médicaux,94,2A,89566
2017,Psychiatres,11,78,100605
2010,Masseurs-kinésithérapeutes,52,72,77447
2019,Oto-rhino-laryngologistes,28,76,258575
2022,Cardiologues,24,28,359469
2014,Ensemble des médecins généralistes,76,81,147124
2020,Ophtalmologues,75,17,446138
2021,Psychiatres,53,22,234330
2013,Médecins généralistes (hors médecins à expertise particulière - MEP),44,88,161774
2011,Sages-femmes,75,86,50818
2011,Ensemble des chirurgiens-dentistes,1,999,113335
2013,Ophtalmologues,27,999,298267
2012,Pédicures-podologues,75,79,770
2018,Anesthésistes-réanimateurs,93,06,273841
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),44,68,186196
2013,Autres médecins,53,56,77942
2018,Ensemble des auxiliaires médicaux,94,2B,104990
2018,Dermatologues,24,45,159905
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),6,976,0
2020,Pédicures-podologues,84,01,2243
2012,Ensemble des médecins généralistes,93,13,119137
2011,Ensemble des chirurgiens-dentistes,76,66,111394
2014,Ensemble des médecins spécialistes (hors généralistes),44,68,271787
2012,Stomatologues,11,75,95076
2017,Hépato-gastro-entérologues,75,47,312120
2018,Médecins nucléaires,24,999,906693
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),11,95,143774
2018,Infirmiers,93,06,97082
2018,Ophtalmologues,84,07,361082
2019,Autres médecins,11,78,141834
2012,Dermatologues,44,999,158317
2015,Ensemble des médecins spécialistes (hors généralistes),84,999,235110
2021,Ensemble des médecins,75,17,227034
2016,Hépato-gastro-entérologues,11,75,153200
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),53,35,161183
2016,Néphrologues,44,51,0
2018,Pneumologues,99,999,234455
2016,Pédiatres,75,17,114240
2021,Ensemble des chirurgiens-dentistes,11,77,166627
2018,Ensemble des médecins généralistes,84,69,142246
2010,Autres médecins,76,81,109195
2010,Radiologues,52,72,565990
2015,Infirmiers,84,15,88120
2014,Ensemble des chirurgiens-dentistes,75,33,102003
2018,Médecins nucléaires,27,999,791009
2022,Dermatologues,11,95,173547
2015,Radiologues,27,90,518901
2018,Masseurs-kinésithérapeutes,94,999,108378
2015,Cardiologues,32,59,281537
2019,Hépato-gastro-entérologues,24,41,274118
2021,Autres médecins,52,999,168634
2017,Ensemble des médecins,52,999,220072
2012,Pédicures-podologues,4,999,6860
2020,Neurologues,32,62,172126
2010,Ensemble des auxiliaires médicaux,52,72,68191
